01/03/2017;INTER.ADEL.CC S/ACUERD;152,58;;114303,74
01/03/2017;  DEBITO FISCAL IVA BASICO;32,04;;114271,7
01/03/2017;TRANSFERENCIA CTA.$ A $;4500;;109771,7
01/03/2017;EXTRACCION CAJERO AUTOMATICO;3000;;106771,7
01/03/2017;EXTRACCION CAJERO AUTOMATICO;1500;;105271,7
01/03/2017;SHELL AUTOPISTA;236;;105035,7
01/03/2017;PETROMADRID SA;1000;;104035,7
01/03/2017;TRANSFERENCIA  INTERBANCARIA;65000;;39035,7
01/03/2017;COMISION INTERDEP EFECT TAS Suc.:140;18;;39017,7
01/03/2017;  DEBITO FISCAL IVA BASICO;3,78;;39013,92
01/03/2017;INTERDEPOSITO EFECT TAS Suc.:140;;3830;42843,92
01/03/2017;EXTRACCION CAJERO AUTOMATICO;1000;;41843,92
01/03/2017;CARGO SEGURO DE VIDA SALDO DEUDOR;6,74;;41837,18
01/03/2017;RET. ING. BRUTOS SIRCREB Suc.:811;15,32;;41821,86
01/03/2017;RET IIBB TUCUMAN Suc.:140;2,3;;41819,56
01/03/2017;IMPDBCR 25413 S/CR TASA GRAL;22,98;;41796,58
01/03/2017;IMPDBCR 25413 S/DB TASA GRAL;458,8;;41337,78
02/03/2017;CHEQUE P/CAMARA;2892;;38445,78
02/03/2017;PERSONAL;3432,62;;35013,16
02/03/2017;TELMEX ARGENTINA;329,52;;34683,64
02/03/2017;TELMEX ARGENTINA;276,68;;34406,96
02/03/2017;TELECOM ARGENTINA;142,92;;34264,04
02/03/2017;TELECOM ARGENTINA;743,41;;33520,63
02/03/2017;TELECOM ARGENTINA;402,07;;33118,56
02/03/2017;VISA PESOS;1575,16;;31543,4
02/03/2017;TEF DATANET PR J.L. GURRIERI LE 30708494190;;2349,48;33892,88
02/03/2017;ACREDITACION CHEQUE REMESAS Suc.:809;;7400;41292,88
02/03/2017;ACREDITACION CHEQUE REMESAS Suc.:813;;4160,05;45452,93
02/03/2017;COMISI‡N ADM. VALORES AL COBRO CC Suc.:813;22;;45430,93
02/03/2017;  DEBITO FISCAL IVA BASICO;4,62;;45426,31
02/03/2017;RET. ING. BRUTOS SIRCREB Suc.:811;55,64;;45370,67
02/03/2017;RET IIBB TUCUMAN Suc.:140;8,35;;45362,32
02/03/2017;IMPDBCR 25413 S/CR TASA GRAL;83,46;;45278,86
02/03/2017;IMPDBCR 25413 S/DB TASA GRAL;59,31;;45219,55
